,Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,is_Species,Month,Year,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,Temp_Wet_Bulb,Heat,Cool,CodeSum,Depth,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,ResultDir,ResultSpeed
0,2007-05-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
1,2007-05-29,CULEX RESTUANS,T002,41.95469,-87.800991,9,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
2,2007-05-29,CULEX RESTUANS,T007,41.994991,-87.769279,9,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
3,2007-05-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
4,2007-05-29,CULEX RESTUANS,T015,41.974089,-87.824812,8,4,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
5,2007-05-29,CULEX RESTUANS,T045,41.9216,-87.666455,8,2,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
6,2007-05-29,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
7,2007-05-29,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
8,2007-05-29,CULEX RESTUANS,T048,41.867108,-87.654224,8,2,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
9,2007-05-29,CULEX RESTUANS,T049,41.896282,-87.655232,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
10,2007-05-29,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
11,2007-05-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,8,2,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
12,2007-05-29,CULEX RESTUANS,T054,41.921965,-87.632085,8,3,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
13,2007-05-29,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
14,2007-05-29,CULEX RESTUANS,T086,41.688324,-87.676709,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
15,2007-05-29,CULEX RESTUANS,T091,41.862292,-87.64886,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
16,2007-05-29,CULEX RESTUANS,T094,41.720848,-87.666014,9,3,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
17,2007-05-29,CULEX RESTUANS,T096,41.731922,-87.677512,8,5,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
18,2007-05-29,CULEX PIPIENS,T096,41.731922,-87.677512,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
19,2007-05-29,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,5,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
20,2007-05-29,CULEX RESTUANS,T129,41.891126,-87.61156,5,2,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
21,2007-05-29,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
22,2007-05-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
23,2007-05-29,CULEX RESTUANS,T153,41.907645,-87.760886,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
24,2007-05-29,CULEX RESTUANS,T159,41.732984,-87.649642,8,1,0,1,5,2007,62.5,88.0,75.5,58.5,65.5,0.0,10.5,"['BR', 'HZ']",0.0,0.0,29.415,30.1,6.95,17.0,5.8
25,2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
26,2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,9,5,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
27,2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
28,2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
29,2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
30,2007-06-05,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
31,2007-06-05,CULEX RESTUANS,T045,41.9216,-87.666455,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
32,2007-06-05,CULEX PIPIENS,T045,41.9216,-87.666455,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
33,2007-06-05,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
34,2007-06-05,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
35,2007-06-05,CULEX RESTUANS,T048,41.867108,-87.654224,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
36,2007-06-05,CULEX PIPIENS,T048,41.867108,-87.654224,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
37,2007-06-05,CULEX RESTUANS,T049,41.896282,-87.655232,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
38,2007-06-05,CULEX PIPIENS/RESTUANS,T050,41.919343,-87.694259,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
39,2007-06-05,CULEX RESTUANS,T050,41.919343,-87.694259,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
40,2007-06-05,CULEX RESTUANS,T054,41.921965,-87.632085,8,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
41,2007-06-05,CULEX RESTUANS,T086,41.688324,-87.676709,8,4,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
42,2007-06-05,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
43,2007-06-05,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
44,2007-06-05,CULEX RESTUANS,T096,41.731922,-87.677512,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
45,2007-06-05,CULEX PIPIENS,T096,41.731922,-87.677512,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
46,2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
47,2007-06-05,CULEX RESTUANS,T143,41.999128999999996,-87.795585,8,9,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
48,2007-06-05,CULEX RESTUANS,T153,41.907645,-87.760886,8,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
49,2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
50,2007-06-05,CULEX RESTUANS,T009,41.981964000000005,-87.812827,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
51,2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
52,2007-06-05,CULEX RESTUANS,T016,42.011601,-87.81150600000001,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
53,2007-06-05,CULEX RESTUANS,T019,41.94983,-87.69845699999999,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
54,2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
55,2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,9,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
56,2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
57,2007-06-05,CULEX RESTUANS,T033,41.906638,-87.701431,9,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
58,2007-06-05,CULEX RESTUANS,T089,41.723195000000004,-87.64997,5,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
59,2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
60,2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,9,7,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
61,2007-06-05,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
62,2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
63,2007-06-05,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,4,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
64,2007-06-05,CULEX PIPIENS,T135,41.662014,-87.72460799999999,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
65,2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
66,2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,9,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
67,2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
68,2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,8,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
69,2007-06-05,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
70,2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
71,2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,9,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
72,2007-06-05,CULEX RESTUANS,T147,41.932094,-87.700117,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
73,2007-06-05,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
74,2007-06-05,CULEX RESTUANS,T150,42.006858,-87.675919,9,2,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
75,2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
76,2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,8,10,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
77,2007-06-05,CULEX RESTUANS,T152,41.846075,-87.716277,9,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
78,2007-06-05,CULEX RESTUANS,T154,41.918704999999996,-87.752329,8,1,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
79,2007-06-05,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,3,0,1,6,2007,49.0,63.5,56.5,47.5,51.5,8.5,0.0,"['BR', 'RA']",0.0,0.345,29.130000000000003,29.785,7.85,4.0,5.7
